Date,Issuer,Symbol, Managers,OfferPrice,OpeningPrice,DayClose,ChangeDay,ChangeOpening,ChangeClose,StarRatings
11/20/09,7 Days Group Holdings ,SVN,J.P.  Morgan/Citi,$11.00 ,$12.17 ,$12.50 ,13.64%,$1.17 ,$1.50 ,2
11/27/09,GSME Acquisiton Partners ,GSMEF,Cohen ,$10.00 ,$10.00 ,$10.00 ,0.00%,$0.00 ,$0.00 ,1
2012/9/9,Pebblebrook Hotel Trust ,PEB,BofA Merrill Lynch/Raymond James/Wells Fargo,$20.00 ,$20.00 ,$20.45 ,2.25%,$0.00 ,$0.45 ,1
2012/10/9,China Nuokang Bio-Phrmaceutical ,NKBP,Jefferirs,$9.00 ,$8.00 ,$8.67 ,-3.67%,($1.00),($0.33),1
2012/11/9,Concord Medical Services Holdings ,CCM,Morgan Stanley/JPMorgan/CICC,$11.00 ,$10.00 ,$9.50 ,-13.64%,($1.00),($1.50),3
2012/11/9,KAR Holdings ,KAR,Goldman Sachs/ Credit Suisse/ BofA Merrill Lynch/ J.P. Morgan,$12.00 ,$11.00 ,$12.03 ,0.25%,($1.00),$0.03 ,1
12/16/09,Cobalt International Energy ,CIE,Credit Suisse/Goldman Sachs/J.P. Morgan,$13.50 ,$13.25 ,$13.50 ,0.00%,($0.25),$0.00 ,1
12/16/09,Team Health Holdings ,TMH,"BofA Merrill Lynch/ Goldman, Sachs/ Barclays Capital/ Citi",$12.00 ,$12.00 ,$12.81 ,6.75%,$0.00 ,$0.81 ,1
12/17/09,Kraton Performance Polymers ,KRA,Credit Suisse,$13.50 ,$13.50 ,$13.51 ,0.07%,$0.00 ,$0.01 ,1
1/14/08,Polaris Acquisition,TKP-U,Lazard Capital Markets/Ladenburg Thalmann,$10.00 ,$10.00 ,$10.00 ,0.00%,$0.00 ,$0.00 ,1
1/16/08,Asia Special Situation Acquisition,CIO-U,Maxin Group,$10.00 ,$10.00 ,$10.00 ,0.00%,$0.00 ,$0.00 ,1
1/17/08,Williams Pipeline Partners L.P.,WMZ,Lehman Brothers/Citi/Merrill Lynch,$20.00 ,$20.50 ,$20.00 ,0.00%,$0.50 ,$0.00 ,2
1/17/08,Sapphire Industrials ,FYR-U,Citi,$10.00 ,$10.00 ,$9.98 ,-0.20%,$0.00 ,($0.02),1
1/17/08,Sports Properties Acquisition,HMR-U,Banc of America,$10.00 ,$10.00 ,$10.00 ,0.00%,$0.00 ,$0.00 ,1
1/23/08,Trian Acquisition I ,TUX-U,Deutsche Bank/Merrill Lynch,$10.00 ,$10.00 ,$10.04 ,0.40%,$0.00 ,$0.04 ,1
1/24/08,RiskMetrics Group ,RMG,Credit Suisse/Goldman Sachs/Banc of America,$17.50 ,$21.00 ,$23.75 ,35.71%,$3.50 ,$6.25 ,3
1/24/08,IPC The Hospitalist Company ,IPCM,Credit Suisse/Jefferies,$16.00 ,$20.15 ,$20.48 ,28.00%,$4.15 ,$4.48 ,2
1/25/08,Atlas AcquisitionHoldings ,AXG-U,Lazard Capital Markets/Morgan Stanley,$10.00 ,$10.00 ,$9.95 ,-0.50%,$0.00 ,($0.05),1
1/28/08,ATA ,ATAI,Merrill Lynch?,$9.50 ,$9.50 ,$8.75 ,-7.89%,$0.00 ,($0.75),2
1/28/08,Cascal B.V.,HOO,JPMorgan/Credit Suisse,$12.00 ,$12.00 ,$12.00 ,0.00%,$0.00 ,$0.00 ,1
1/30/08,Overture Acquisition ,NLX-U,JPMorgan,$10.00 ,$9.75 ,$9.82 ,-1.80%,($0.25),($0.18),1
2002/7/8,BBV Vietnam S.E.A. Acuisition ,BBVUF,Ladenburg Thalmann/Chardan Capital Markets,$8.00 ,$8.00 ,$8.25 ,3.13%,$0.00 ,$0.25 ,1
2/14/08,ArcSight ,ARST,Morgan Stanley/Lehman Brothers,$9.00 ,$9.00 ,$8.78 ,-2.44%,$0.00 ,($0.22),2
2/14/08,MAKO Surgical ,MAKO,JPMorgan/Morgan Stanley,$10.00 ,$10.00 ,$9.18 ,-8.20%,$0.00 ,($0.82),1
2/14/08,GHL Acquisition,GHQ-U,Banc of America,$10.00 ,$9.75 ,$9.70 ,-3.00%,($0.25),($0.30),1
2/19/08,BioHeart ,BHRT,Dawson James Securities,$5.25 ,$5.25 ,$5.00 ,-4.76%,$0.00 ,($0.25),1
2/26/08,BPW Acquisition,BPW-U,Citi,$10.00 ,$10.00 ,$9.80 ,-2.00%,$0.00 ,($0.20),1
2/27/08,Spring Creek Acquisition ,SCRUF,EarlyBirdCapital,$8.00 ,$8.10 ,$8.15 ,1.88%,$0.10 ,$0.15 ,1
2003/10/8,Hambrecht Asia Acquisition,HMAUF,Broadband Capital Management LLC,$8.00 ,$8.15 ,$8.13 ,1.63%,$0.15 ,$0.13 ,1
2003/11/8,Heritage-Crystal Clean ,HCCI,William Blair/Piper Jaffray,$11.50 ,$14.00 ,$14.19 ,23.39%,$2.50 ,$2.69 ,2
3/18/08,CardioNet ,BEAT,Citi,$18.00 ,$18.00 ,$17.70 ,-1.67%,$0.00 ,($0.30),1
3/18/08,Visa ,V,JPMorgan/ Goldman Sachs,$44.00 ,$59.50 ,$56.50 ,28.41%,$15.50 ,$12.50 ,4
3/18/08,Healthy Fast Food ,HFFIU,Paulson Investment Company,$5.10 ,$5.25 ,$5.25 ,2.94%,$0.15 ,$0.15 ,1
4/21/08,Intrepid Potash ,IPI,Goldman Sachs/Merrill Lynch/Morgan Stanley,$32.00 ,$46.25 ,$50.40 ,57.50%,$14.25 ,$18.40 ,4
4/22/08,American Water Works ,AWK,Goldman Sachs/Citi/Merrill Lynch,$21.50 ,$20.60 ,$20.60 ,-4.19%,($0.90),($0.90),1
4/24/08,Hatteras Financial ,HTS,"Keefe, Bruyette & Woods/ Banc of America Securities",$24.00 ,$24.00 ,$24.68 ,2.83%,$0.00 ,$0.68 ,1
4/24/08,Whiting USA Trust I ,WHX,Raymond James/Wachovia,$20.00 ,$20.00 ,$20.85 ,4.25%,$0.00 ,$0.85 ,1
4/30/08,Pioneer Southwest Energy Partners L.P.,PSE,Citi/Deutsche Bank/UBS Investment Bank,$19.00 ,$19.63 ,$19.65 ,3.42%,$0.63 ,$0.65 ,2
2005/7/8,Colfax ,CFX,Merrill Lynch?,$18.00 ,$22.50 ,$21.00 ,16.67%,$4.50 ,$3.00 ,3
2005/7/8,Real Goods Solar ,RSOL,ThinkPanmure,$10.00 ,$9.00 ,$8.80 ,-12.00%,($1.00),($1.20),1
2005/8/8,Western Gas Partners LP ,WES,UBS Investment Bank/Citi/Credit Suisse/Morgan Stanley,$16.50 ,$16.50 ,$16.50 ,0.00%,$0.00 ,$0.00 ,1
5/14/08,American Capital Agency ,AGNC,Citi/Merrill Lynch,$20.00 ,$19.50 ,$19.35 ,-3.25%,($0.50),($0.65),1
5/14/08,Verso Paper ,VRS,Credit Suisse/ Citi,$12.00 ,$10.00 ,$10.00 ,-16.67%,($2.00),($2.00),1
5/15/08,China Fundamental Acquisition ,CFQUF,Chardan Capital Markets/ Maxim Group,$8.00 ,$8.05 ,$8.20 ,2.50%,$0.05 ,$0.20 ,1
5/28/08,Safe Bulkers ,SB,Merrill Lynch/Credit Siusse,$19.00 ,$19.00 ,$18.90 ,-0.53%,$0.00 ,($0.10),1
6/18/08,Britannia Bulk Holdings ,DTW,Goldman Sachs/Banc of America,$15.00 ,$14.50 ,$13.85 ,-7.67%,($0.50),($1.15),1
6/18/08,RHI Entertainment ,RHIE,JPMorgan/Banc of America,$14.00 ,$13.75 ,$13.50 ,-3.57%,($0.25),($0.50),1
6/25/08,Navios Maritime Acquisition ,NNA-U,JPMorgan/Deutsche Bank,$10.00 ,$10.00 ,$10.50 ,5.00%,$0.00 ,$0.50 ,1
2007/2/8,Energy Recovery ,ERII,Citi/Credit Siusse,$8.50 ,$11.00 ,$9.83 ,15.65%,$2.50 ,$1.33 ,3
7/23/08,GT Solar International ,SOLR,Credit Suisse/UBS Investment Bank,$16.50 ,$16.50 ,$14.59 ,-11.58%,$0.00 ,($1.91),2
7/23/08,North Asia Investment ,NHR.U,Citi,$10.00 ,$9.75 ,$9.66 ,-3.40%,($0.25),($0.34),1
7/29/08,China Distance Education Holdings (DL),DL,Citi/Merrill Lynch,$7.00 ,$6.50 ,$6.63 ,-5.29%,($0.50),($0.37),1
2008/4/8,China Mass Media International Advertising ,CMM,Merrill Lynch,$6.80 ,$6.80 ,$6.50 ,-4.41%,$0.00 ,($0.30),1
2008/7/8,Rackspace Hosting ,RAX,"Goldman, Sachs/ Credit Suisse/ Merrill Lynch",$12.50 ,$10.00 ,$10.01 ,-19.92%,($2.50),($2.49),2
2008/12/8,CS China Acquisition,CSACF,EarlyBirdCapital,$6.00 ,$6.04 ,$6.11 ,1.83%,$0.04 ,$0.11 ,1
11/19/08,Grand Canyon Education ,LOPE,Credit Suisse/Merrill Lynch,$12.00 ,$10.00 ,$11.85 ,-1.25%,($2.00),($0.15),1
2001/11/7,Legacy Reserves LP ,LGCY,Wachovia/Friedman Billings Ramsey,$19.00 ,$19.00 ,$20.30 ,6.84%,$0.00 ,$1.30 ,1
1/18/07,MV Oil Trust ,MVO,Raymond James,$20.00 ,$21.50 ,$22.37 ,11.85%,$1.50 ,$2.37 ,2
1/22/07,AeroVironment ,AVAV,Goldman Sachs,$17.00 ,$25.00 ,$23.93 ,40.76%,$8.00 ,$6.93 ,3
1/24/07,Meruelo Maddux Properties ,MMPI,Friedman Billings Ramsey/UBS Investment Bank,$10.00 ,$10.25 ,$10.60 ,6.00%,$0.25 ,$0.60 ,1
1/24/07,Oculus Innovative Sciences ,OCLS,Roth Capital Partners,$8.00 ,$7.75 ,$7.80 ,-2.50%,($0.25),($0.20),1
1/30/07,Animal Health International ,AHII,JPMorgan,$11.00 ,$12.00 ,$12.45 ,13.18%,$1.00 ,$1.45 ,3
1/30/07,HFF ,HF,"Goldman Sachs,/Morgan Stanley",$18.00 ,$18.15 ,$18.70 ,3.89%,$0.15 ,$0.70 ,3
1/30/07,Duncan Energy Partners L.P. ,DEP,Lehman Brothers/UBS Investment Bank,$21.00 ,$22.50 ,$23.05 ,9.76%,$1.50 ,$2.05 ,2
1/30/07,Employers Holdings ,EIG,Morgan Stanley,$17.00 ,$20.00 ,$19.97 ,17.47%,$3.00 ,$2.97 ,2
1/31/07,XTENT ,XTNT,Piper Jaffray,$16.00 ,$16.15 ,$16.48 ,3.00%,$0.15 ,$0.48 ,2
2002/1/7,Molecular Insight Pharmaceuticals ,MIPI,RBC Capital Markets/Jefferies,$14.00 ,$14.10 ,$14.09 ,0.64%,$0.10 ,$0.09 ,1
2002/5/7,Cellcom Israel ,CEL,Goldman Sachs/Citigroup/Deutsche Bank,$20.00 ,$20.30 ,$19.54 ,-2.30%,$0.30 ,($0.46),3
2002/5/7,Synta Pharmaceuticals ,SNTA,Bear Stearns/Lehman Brothers,$10.00 ,$10.00 ,$9.09 ,-9.10%,$0.00 ,($0.91),1
2002/6/7,3SBio ,SSRX,UBS Investment Bank,$16.00 ,$17.50 ,$14.85 ,-7.19%,$1.50 ,($1.15),2
2002/6/7,JA Solar Holdings Co. Ltd ,JASO,CIBC World Markets/Piper Jaffray,$15.00 ,$19.06 ,$19.50 ,30.00%,$4.06 ,$4.50 ,2
2002/7/7,Accuray ,ARAY,JPMorgan/UBS Investment Bank,$18.00 ,$21.00 ,$28.47 ,58.17%,$3.00 ,$10.47 ,3
2002/7/7,Mellanox Technologies ,MLNX,Credit Suisse/JPMorgan,$17.00 ,$20.00 ,$20.00 ,17.65%,$3.00 ,$3.00 ,2
2002/7/7,National CineMedia ,NCMI,Credit Suisse/JPMorgan/Lehman Brothers/Morgan Stanley,$21.00 ,$25.50 ,$25.67 ,22.24%,$4.50 ,$4.67 ,3
2002/7/7,Switch and Data ,SDXC,Deutsche Bank/Jefferies,$17.00 ,$22.00 ,$19.00 ,11.76%,$5.00 ,$2.00 ,2
2002/8/7,Optimer Pharmaceuticals ,OPTR,Piper Jaffray/Jefferies,$7.00 ,$7.50 ,$8.50 ,21.43%,$0.50 ,$1.50 ,1
2002/8/7,Targa Resources Partners LP ,NGLS,Citigroup/Goldman Sachs/UBS Investment Bank/Merrill Lynch,$21.00 ,$23.00 ,$23.76 ,13.14%,$2.00 ,$2.76 ,2
2002/8/7,U.S. Auto Parts Network ,PRTS,RBC Capital Markets/Thomas Weisel Partners,$10.00 ,$11.00 ,$11.90 ,19.00%,$1.00 ,$1.90 ,2
2002/8/7,Fortress Investment Group ,FIG,Goldman Sachs,$18.50 ,$35.00 ,$31.00 ,67.57%,$16.50 ,$12.50 ,3
2002/9/7,VeriChip ,CHIP,Merriman Curhan Ford,$6.50 ,$6.50 ,$6.50 ,0.00%,$0.00 ,$0.00 ,1
2/14/07,Opnext ,OPXT,Goldman Sachs,$15.00 ,$17.00 ,$17.40 ,16.00%,$2.00 ,$2.40 ,3
2/14/07,Quadra Realty Trust ,QRR,Credit Suisse/Wachovia,$15.00 ,$15.00 ,$15.25 ,1.67%,$0.00 ,$0.25 ,1
2/15/07,Salary.com ,SLRY,Thomas Weisel Partners/William Blair,$10.50 ,$13.50 ,$12.50 ,19.05%,$3.00 ,$2.00 ,2
2/26/07,Rosetta Genomics ,ROSG,"C.E. Unterberg, Towbin",$7.00 ,$7.02 ,$7.32 ,4.57%,$0.02 ,$0.32 ,1
2003/7/7,Clearwire ,CLWR,Merrill Lynch/Morgan Stanley/JPMorgan,$25.00 ,$27.25 ,$24.60 ,-1.60%,$2.25 ,($0.40),3
2003/8/7,Xinhua Finance Media Limited ,XFML,JPMorgan/UBS Investment Bank,$13.00 ,$13.00 ,$11.35 ,-12.69%,$0.00 ,($1.65),3
2003/8/7,Sourcefire ,FIRE,Morgan Stanley/Lehman Brothers,$15.00 ,$15.00 ,$16.45 ,9.67%,$0.00 ,$1.45 ,3
3/14/07,BigBand Networks ,BBND,Morgan Stanley/Merrill Lynch,$13.00 ,$15.25 ,$17.00 ,30.77%,$2.25 ,$4.00 ,3
3/15/07,FCStone Group ,FCSX,BMO Capital Markets/Banc of America,$24.00 ,$29.32 ,$31.13 ,29.71%,$5.32 ,$7.13 ,2
3/15/07,Tongjitang Chinese Medicines ,TCM,Merrill Lynch/UBS Investment Bank,$10.00 ,$10.00 ,$9.75 ,-2.50%,$0.00 ,($0.25),1
3/20/07,"Cheniere Energy Partners, L.P. ",CQP,Citigroup/Merrill Lynch/Credit Suisse,$21.00 ,$22.00 ,$21.71 ,3.38%,$1.00 ,$0.71 ,3
3/21/07,Glu Mobile ,GLUU,Goldman Sachs/Lehman Brothers,$11.50 ,$11.50 ,$12.29 ,6.87%,$0.00 ,$0.79 ,2
3/22/07,CastlePoint Holdings ,CPHL,Friedman Billings Ramsey,$14.50 ,$15.60 ,$16.15 ,11.38%,$1.10 ,$1.65 ,3
3/26/07,Aruba Networks ,ARUN,Goldman Sachs/Lehman Brothers,$11.00 ,$14.00 ,$14.15 ,28.64%,$3.00 ,$3.15 ,3
3/27/07,eTelecare Global Solutions ,ETEL,Morgan Stanley,$13.50 ,$13.75 ,$14.55 ,7.78%,$0.25 ,$1.05 ,2
3/28/07,SenoRx ,SENO,Banc of America/Citigroup,$8.00 ,$8.18 ,$8.03 ,0.37%,$0.18 ,$0.03 ,1
3/28/07,Super Micro Computer ,SMCI,Merrill Lynch,$8.00 ,$8.85 ,$8.76 ,9.50%,$0.85 ,$1.00 ,1
3/29/07,Flagstone Reinsurance Holdings ,FSR,Lehman Brothers/Citigroup,$13.50 ,$13.50 ,$13.48 ,-0.15%,$0.00 ,($0.02),2
3/29/07,Capital Products Partners L.P. ,CPLP,Merrill Lynch/UBS Investment Bank,$21.50 ,$26.00 ,$26.75 ,24.42%,$4.50 ,$5.25 ,2
3/29/07,GSI Technology ,GSIT,Needham/WRHambrecht+Co,$5.50 ,$5.50 ,$5.29 ,-3.82%,$0.00 ,$1.00 ,1
2004/4/7,Veraz Networks ,VRAZ,Credit Suisse/Lehman Brothers,$8.00 ,$8.00 ,$7.80 ,-2.50%,$0.00 ,($0.20),1
2004/11/7,Tailwind Financial ,TFN-U,Deutsche Bank,$8.00 ,$7.80 ,$7.92 ,-1.00%,($0.20),($0.08),1
2004/12/7,Comverge ,COMV,Citigroup,$18.00 ,$21.00 ,$22.31 ,23.94%,$3.00 ,$4.31 ,2
4/17/07,MBF Healthcare Acquisition ,MBH-U,Merrill Lymch/Morgan Joseph/Ladenberg Thalmann,$8.00 ,$8.00 ,$8.02 ,0.25%,$0.00 ,$0.02 ,1
4/18/07,MetroPCS Communications ,PCS,Bear Stearns,$23.00 ,$25.10 ,$27.40 ,19.13%,$2.10 ,$4.40 ,3
4/19/07,Pinpoint Advance ,PPACU,Maxim Group,$10.00 ,$10.00 ,$10.50 ,5.00%,$0.00 ,$0.50 ,1
4/19/07,Pinpoint Advance ,PPACU,Maxim Group,$10.00 ,$10.00 ,$10.05 ,0.50%,$0.00 ,$0.05 ,1
4/19/07,China Healthcare Acquisition ,CHM-U,Ferris Baker Watts,$6.00 ,$6.00 ,$6.06 ,1.00%,$0.00 ,$0.06 ,1
4/19/07,Simcere Pharmaceutical Group (SCR),SCR,Goldman Sachs (Asia),$14.50 ,$15.00 ,$15.30 ,5.52%,$0.50 ,$0.80 ,3
4/19/07,Superior Offshore International ,DEEP,Merrill Lynch/JPMorgan,$15.00 ,$18.00 ,$17.54 ,16.93%,$3.00 ,$2.54 ,2
4/23/07,Cinemark Holdings ,CNK,Lehman Brothers/Credit Suisse/Merrill Lynch/Morgan Stanley,$19.00 ,$19.00 ,$18.91 ,-0.47%,$0.00 ,($0.09),3
4/24/07,Victory Acquisition ,VRY-U,Citigroup,$10.00 ,$10.25 ,$10.35 ,3.50%,$0.25 ,$0.35 ,1
4/24/07,OceanFrieght ,ONCF,Banc of America/Canter Fitzgerald,$19.00 ,$19.00 ,$19.31 ,1.63%,$0.00 ,$0.31 ,1
4/25/07,EDENOR ,EDN,Citigroup/JPMorgan,$17.00 ,$17.50 ,$17.65 ,3.82%,$0.50 ,$0.65 ,3
4/25/07,Vector Intersect Security Acquisition ,VTRQU,Rodman & Renshaw,$8.00 ,$7.90 ,$7.92 ,-1.00%,($0.10),($0.08),1
4/25/07,Orexigen Therapeutics ,OREX,Merrill Lynch/JPMorgan,$12.00 ,$12.50 ,$13.00 ,8.33%,$0.50 ,$1.00 ,2
4/26/07,Pharmasset ,VRUS,Banc of America/UBS Investment Bank,$9.00 ,$9.00 ,$9.07 ,0.78%,$0.00 ,$0.07 ,1
2005/1/7,Cavium Networks ,CAVM,Morgan Stanley/Lehman Brothers,$13.50 ,$16.50 ,$16.45 ,21.85%,$3.00 ,$2.95 ,3
2005/1/7,NeurogesX ,NGSX,Morgan Stanley,$11.00 ,$10.99 ,$10.25 ,-6.82%,($0.01),($0.75),1
2005/2/7,Qiao Xing-Mobile Communication ,QXM,UBS Investment Bank,$12.00 ,$12.00 ,$11.31 ,-5.75%,$0.00 ,($0.69),1
2005/2/7,Acorn International ,ATV,Merrill Lynch/Deutsche Bank,$15.50 ,$19.90 ,$21.50 ,38.71%,$4.40 ,$6.00 ,3
2005/8/7,TomoTherapy ,TTPY,Merrill Lynch,$19.00 ,$24.00 ,$22.67 ,19.32%,$5.00 ,$3.67 ,3
2005/9/7,AECOM Technology ,ACM,Morgan Stanley/Merrill Lynch/UBS Investment Bank,$20.00 ,$21.00 ,$21.10 ,5.50%,$1.00 ,$1.10 ,3
2005/10/7,Biodel ,BIOD,Morgan Stanley/Banc of America,$15.00 ,$16.50 ,$18.00 ,20.00%,$1.50 ,$3.00 ,1
2005/10/7,JMP Group ,JMP,JMP Securitites/Merrill Lynch/Keefe Bruyette & Woods,$11.00 ,$11.50 ,$12.30 ,11.82%,$0.50 ,$1.30 ,2
2005/10/7,Solera Holdings ,SLH,Goldman Sachs/JPMorgan,$16.00 ,$16.25 ,$18.40 ,15.00%,$0.25 ,$2.40 ,2
5/14/07,Continental Resources ,CLR,JPMorgan/Merrill Lynch,$15.00 ,$14.50 ,$14.10 ,-6.00%,($0.50),($0.90),2
5/14/07,Skilled Health Group ,SKH,Credit Suisse,$15.50 ,$16.00 ,$15.90 ,2.58%,$0.50 ,$0.40 ,3
5/14/07,Pinnacle Gas Resources ,PINN,Friedman Billings Ramsey,$9.00 ,$8.75 ,$8.59 ,-4.56%,($0.25),($0.41),1
5/14/07,Insulet Corporation ,PODD,JPMorgan/Merrill Lynch,$15.00 ,$17.00 ,$15.96 ,6.40%,$2.00 ,$0.96 ,2
5/15/07,CAI International ,CAP,Piper Jaffray,$15.00 ,$15.02 ,$15.00 ,0.00%,$0.02 ,$0.00 ,2
5/16/07,TechTarget ,TTGT,Morgan Stanley/Lehman Brothers,$13.00 ,$14.50 ,$14.79 ,13.77%,$1.50 ,$1.79 ,3
5/16/07,Eurand NV ,EURX,Deutsche Bank/Lehman Brothers,$16.00 ,$15.90 ,$15.44 ,-3.50%,($0.10),($0.56),1
5/16/07,China Sunergy ,CSUN,Merrill Lynch,$11.00 ,$12.00 ,$16.56 ,50.55%,$1.00 ,$5.56 ,2
5/17/07,Columbus Acquisition ,BUS-U,Lazard Capital Markets/Ladenburg Thalmann,$8.00 ,$8.01 ,$8.01 ,0.12%,$0.01 ,$0.01 ,1
5/17/07,TriMas ,TRS,Goldman Sachs/Merrill Lynch,$11.00 ,$11.55 ,$11.75 ,6.82%,$0.55 ,$0.75 ,2
5/17/07,EnerNOC ,ENOC,Credit Suisse/Morgan Stanley,$26.00 ,$30.76 ,$31.13 ,19.73%,$4.76 ,$5.13 ,3
5/21/07,Arcade Acquisition ,ACDQU,Morgan Joseph/Legend Merchant Group,$8.00 ,$8.00 ,$8.15 ,1.88%,$0.00 ,$0.15 ,1
5/22/07,B&G Foods ,BGS,Credit Suisse/Lehman Brothers,$13.00 ,$13.50 ,$13.26 ,2.00%,$0.50 ,$0.26 ,1
5/22/07,Sirtris ,SIRT,JPMorgan,$10.00 ,$11.00 ,$10.76 ,7.60%,$1.00 ,$0.76 ,1
5/22/07,RSC Holdings ,RRR,Deutsche Bank/Morgan Stanley/Lehman Brothers,$22.00 ,$21.70 ,$19.00 ,-13.64%,($0.30),($3.00),1
5/23/07,TransTech Services Partners ,TTSPU,Cowen/Maxim Group,$8.00 ,$8.00 ,$8.02 ,0.25%,$0.00 ,$0.02 ,1
5/23/07,Vantage Energy Services ,VTG-U,Deutsche Bank,$8.00 ,$8.08 ,$8.08 ,1.00%,$0.08 ,$0.08 ,1
5/23/07,Helicos BioSciences ,HLCS,UBS Investment Bank,$9.00 ,$9.00 ,$8.47 ,-5.89%,$0.00 ,($0.53),1
5/23/07,Greenlight Capital Re ,GLRE,Lehman Brothers/UBS Investment Bank,$19.00 ,$23.00 ,$24.03 ,26.47%,$4.00 ,$5.03 ,3
5/24/07,Shermen WSC Acquisition,SACQU,CIBC World Markets/CRT Capital Group,$6.00 ,$6.07 ,$6.10 ,1.67%,$0.07 ,$0.10 ,1
5/24/07,Clean Energy Fuels ,CLNE,WR Hambrecht+Co/Simmons & Company,$12.00 ,$12.00 ,$12.04 ,0.33%,$0.00 ,$0.04 ,1
5/30/07,Stoneleigh Partners Acquisition,SCOC-U,HCFB/Brenner Securities/Pali Capital,$8.00 ,$8.02 ,$8.06 ,0.75%,$0.02 ,$0.06 ,1
5/30/07,Amicus Therapeutics ,FOLD,Morgan Stanley/Merrill Lynch,$15.00 ,$16.00 ,$14.43 ,-3.80%,$1.00 ,($0.57),2
5/31/07,Jazz Pharmaceuticals ,JAZZ,Morgan Stanley/Lehman Brothers,$18.00 ,$17.50 ,$17.73 ,-1.50%,($0.50),($0.27),1
5/31/07,LDK Solar ,LDK,Morgan Stanley/UBS Investment Bank,$27.00 ,$28.00 ,$27.20 ,0.74%,$1.00 ,$0.20 ,3
2006/5/7,Starent Networks ,STAR,Goldman Sachs/Lehman Brothers,$12.00 ,$13.75 ,$14.01 ,16.75%,$1.75 ,$2.01 ,3
2006/6/7,Response Genetics ,RGDX,Maxim Group,$7.00 ,$7.00 ,$7.00 ,0.00%,$0.00 ,$0.00 ,1
2006/6/7,Infinera ,INFN,Goldman Sachs,$13.00 ,$16.00 ,$19.71 ,51.62%,$3.00 ,$6.71 ,3
2006/7/7,Yingli Green Energy Holding ,YGE,Goldman Sachs (Asia)/UBS Investment Bank,$11.00 ,$10.80 ,$10.50 ,-4.55%,($0.20),($0.50),2
2006/7/7,Apex Bioventures Acquisition ,PEX-U,Lazard Capital Markets,$8.00 ,$8.00 ,$8.05 ,0.63%,$0.00 ,$0.05 ,1
2006/7/7,FBR Capital Markets ,FBCM,Friedman Billings Ramsey,$17.00 ,$18.00 ,$18.00 ,5.88%,$1.00 ,$1.00 ,2
2006/7/7,Limelight Networks ,LLNW,Goldman Sachs/Morgan Stanley,$15.00 ,$23.00 ,$22.18 ,47.87%,$8.00 ,$7.18 ,3
2006/12/7,BWAY Holding ,BWY,Goldman Sachs/Banc of America,$15.00 ,$15.05 ,$14.60 ,-2.67%,$0.05 ,($0.40),1
6/13/07,BioFuel Energy ,BIOF,JPMorgan/Citi/A.G. Edwards,$10.50 ,$10.50 ,$10.51 ,0.10%,$0.00 ,$0.01 ,1
6/18/07,Advanced Technology Acquisition,AXC-U,CRT Capital,$8.00 ,$8.00 ,$8.09 ,1.13%,$0.00 ,$0.09 ,1
6/19/07,Aldabra 2 Acquisition ,AII-U,Lazard Capital Markets,$10.00 ,$10.15 ,$10.18 ,1.80%,$0.15 ,$0.18 ,1
6/21/07,Care Investment Trust ,CRE,Credit Suisse/Merrill Lynch,$15.00 ,$13.00 ,$13.50 ,-10.00%,($2.00),($1.50),1
6/21/07,The Blackstone Group ,BX,Morgan Stanley/Citi,$31.00 ,$36.45 ,$35.06 ,13.10%,$5.45 ,$4.06 ,3
6/22/07,China Discovery Acquisition ,CADQU,EarlyBirdCapital/Legend Merchant Group,$6.00 ,$6.41 ,$6.40 ,6.67%,$0.41 ,$0.40 ,1
6/25/07,GSC Acquisition ,GGA-U,Citigroup,$10.00 ,$10.25 ,$10.27 ,2.70%,$0.25 ,$0.27 ,1
6/26/07,AuthenTec ,AUTH,Lehman Brothers,$11.00 ,$11.00 ,$10.00 ,-9.09%,$0.00 ,($1.00),2
6/26/07,Spreadtrum Communications ,SPRD,Morgan Stanley/Lehman Brothers,$14.00 ,$14.20 ,$15.95 ,13.93%,$0.20 ,$1.95 ,3
6/26/07,comScore ,SCOR,Credit Suisse/Deutsche Bank,$16.50 ,$22.00 ,$23.47 ,42.24%,$5.50 ,$6.97 ,3
6/26/07,Data Domain ,DDUP,Goldman Sachs/Morgan Stanley,$15.00 ,$20.00 ,$24.95 ,66.33%,$5.00 ,$9.95 ,3
6/26/07,"Spectra Energy Partners, L.P. ",SEP,Citi/Lehman Brothers,$22.00 ,$26.50 ,$28.65 ,30.23%,$4.50 ,$6.65 ,2
6/27/07,Vaughan Foods ,FOOD-U,Paulson Investment,$6.50 ,$6.50 ,$6.55 ,0.77%,$0.00 ,$0.05 ,1
6/27/07,Polypore International ,PPO,JPMorgan,$19.00 ,$18.00 ,$18.03 ,-5.11%,($1.00),($0.97),1
6/27/07,PROS Holdings ,PRO,JPMorgan/Deutsche Bank,$11.00 ,$12.50 ,$12.85 ,16.82%,$1.50 ,$1.85 ,2
6/28/07,Alyst Acquisition ,AYA-U,Ferris Baker Watts/Jesup & Lamont Securities,$8.00 ,$8.00 ,$8.03 ,0.37%,$0.00 ,$0.03 ,1
2007/2/7,ShoreTel ,SHOR,Lehman Brothers/JPMorgan,$9.50 ,$10.00 ,$12.15 ,27.89%,$0.50 ,$2.65 ,3
